,transformed_text,target
4887,pl make note expos also find school anyon els vomit dog cat hous let know later,0
4889,sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath,0
4890,wors use half way stop better complet,0
4891,miser tell u side effect birth control massiv gut wrench cramp first 2 month sleep last night,0
4892,send new number,0
4894,want latest video handset 750 anytim network min half price line rental repli call 08000930705 deliveri tomorrow,1
4895,2 half year miss friendship,0
4897,oh fuck sake like tallahasse,0
4898,haha first person gon na ask,0
4899,ou guarante latest nokia phone 40gb ipod mp3 player prize txt word collect 83355 ibhltd ldnw15h,1
4900,taka lor wat time u wan 2 come n look 4 us,0
4901,free polyphon rington text super 87131 get free poli tone week 16 sn pobox202 nr31 7z subscript 450pw,1
4902,reach anoth 2,0
4903,mean post wrote like mani time ritten stuff let sit feel time angri left hit send stop check phone got car said sleep bore would time clean fold laundri least make bed,0
4904,warner villag 83118 c colin farrel swat wkend warner villag get 1 free med popcorn show c c kiosk repli soni 4 mre film offer,1
4905,come onlin today night,0
4906,anyth special,0
4907,solihul want anyth,0
4908,good day,0
4909,regret inform u nh made never actual report 2 yor local hospit 2b r sorri 4 inconveni,0
4910,love holiday monday feel even go dentist hour,0
4911,way tirupur,0
4912,goal arsen 4 henri 7 v liverpool 2 henri score simpl shot 6 yard pass bergkamp give arsen 2 goal margin 78 min,1
4913,alreadi got flaki parent suppos child job support parent ride age anyway suppos support hurt unintent hurt nonetheless,0
4914,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow,0
4915,drop em omw back,0
4917,sit mu wait everyon get suit take shower,0
4918,call see facebook huh,0
4919,g say never answer text,0
4920,common hearin r u wat r u ur day let ask u someth differ u smile today gud evng,0
4922,oh yah never cancel leh haha,0
4923,go 4 e normal pilat intro,0
4924,ok let u noe leav hous,0
4925,oh ye like tortur watch england,0
4926,wan na art,0
4927,hope piss rememb gone sister someth,0
4929,hi sexychat girl wait text text great night chat send stop stop servic,1
4930,good morn boytoy yummi lip sexi bun think crave need,0
4931,match lt gt 2,0
4932,free call sir,0
4933,hey want anyth buy,0
4934,hey babe go ever figur go new year,0
4935,k congratul,0
4936,g want know fuck,0
4937,cancel yeah babi well sound import understand darlin give ring later fone love kate x,0
4938,tomarrow want got court lt decim gt come bu stand 9,0
4939,ìï go home liao ask dad pick 6,0
4940,omg make wed chapel frontiervil get good stuff,0
4941,eatin lor goin back work soon e mountain deer show huh watch b4 liao nice,0
4942,check mail varma kept copi regard allah,0
4943,wrong phone phone answer one assum peopl well,0
4944,anyway think secur anyth lem know want drive south chill,0
4945,alreadi back home probabl,0
4947,hi ami send free phone number coupl day give access adult parti,1
4948,bu way calicut,0
4949,hi probabl much fun get messag thought id txt u co im bore jame fart night,0
4950,hi babi im sat bloodi bu mo wont home wan na somethin later call later ortxt back jess xx,0
4951,welcom select o2 servic ad benefit call special train advisor free mobil diall 402,1
4952,lost 4 pound sinc doc visit last week woot woot gon na celebr stuf face,0
4953,u come back 4 dinner rite dad ask confirm wif u,0
4954,master buy bb co sale bf,0
4955,ahhhh woken bad dream u tho dont like u right didnt know anyth comedi night guess im,0
4956,vivek got call number,0
4957,u call lunch,0
4958,mean left earli check co work,0
4959,want lt gt rs da,0
4962,want see pretti pussi,0
4963,dear voucher holder next meal us use follow link pc 2 enjoy 2 4 1 dine experiencehttp,1
4964,peopl game mall iouri kaila,0
4965,urgent tri contact today draw show prize guarante call 09058094507 land line claim valid 12hr,1
4966,donat unicef asian tsunami disast support fund text donat ad next bill,1
4967,futur plan tomorrow result today best present enjoy futur,0
4968,cme want go ho 2morow wil cme got dear didnt say time,0
4969,suppos meet discuss abt trip thought xuhui told afternoon thought go lesson,0
4970,hey come onlin use msn,0
4971,fine hope good take care,0
4972,oop shower u call hey park garag collaps univers hospit see crazi stuff like happen,0
4973,aiyo u poor thing u dun wan 2 eat u bath alreadi,0
4974,yar tot u knew di would happen long ago alreadi,0
4975,gorgeou keep pix cum thank,0
4977,jade paul didnåõt u txt u rememb barm want 2 talk 2 u txt,0
4978,spend new year brother famili let plan meet next week readi spoil,0
4979,u today,0
4980,said okay sorri,0
4981,slept thinkthi time lt gt pm danger,0
4982,network job,0
4983,goldvik invit friend repli see stop send stop frnd 62468,1
4984,dont let studi stress l8r,0
4985,u haf 2 keep busi,0
4986,rush work school rush go hungri,0
4987,channel,0
4988,tell coulda real valentin u never pick noth,0
4989,phoni award today voda number end xxxx select receiv award match pleas call 08712300220 quot claim code 3100 standard rate app,1
4990,made eta taunton plan hope still okday good see,0
4991,hungri buy smth home,0
4992,kate,0
4993,drive read need write,0
4994,look addi goe back monday suck,0
4995,happi new year hope good semest,0
4996,esplanad lor els,0
4997,talk,0
4998,hmph go head big baller,0
4999,well like actual call someon punto woulda wors,0
5000,nope sinc ayo travel forgotten guy,0
5001,still around look pick later,0
5002,cd 4u congratul ur award cd gift voucher gift guarante freeentri 2 wkli draw xt music 87066 tnc,1
5003,someon year lt gt toyota camri like mr olayiwola mileag lt gt clean need know much sell rais dough soon land sell holla back,0
5004,guess pub im im happi pig clover whatev say,0
5005,ill b soon,0
5006,oh come tomorrow,0
5007,go fool dont cheat other ok,0
5008,mobil sm ur mail regard achan,0
5009,way meet mountain dont,0
5010,guarante cash prize claim yr prize call custom servic repres 08714712412 cost 10p,1
5011,u attend ur drive lesson mani time wk n day,0
5012,uncl g check reward month,0
5013,hello boytoy geeee miss today like send tm remind think love love kiss,0
5014,think two still need get cash def readi 9,0
5015,hey gal u wan na meet 4 dinner nìâte,0
5016,dear 0776xxxxxxx u invit xchat final attempt contact u txt chat 86688 ldn 18yr,1
5017,babe talk think good boy miss love,0
5018,great offic today,0
5019,cool last littl get time soon,0
5020,sad puppi nois,0
5021,ye possibl dint tri pl dont tell one k,0
5022,anyway holla whenev around need excus go creep peopl sarasota,0
5023,happen,0
5024,gon na ask lol think 7,0
5025,ur current 500 pound maxim ur send go 86688 cc 08718720201,1
5026,privat 2003 account statement show 800 point call 08715203685 identifi expir,1
5027,go chase run cross street,0
5028,like tell deepest darkest fantasi call 09094646631 stop text call 08712460324 nat rate,1
5030,hey inconveni si huh,0
5031,ok vl u know got adsens approv,0
5032,realli good see day dudett miss,0
5033,want go perumbavoor,0
5034,mani time told stage use laugh listen aha,0
5036,hear,0
5037,thank talk saturday dear cherish brother role model,0
5038,pl clarifi back open return ticket prepon go back kerala,0
5039,natali invit friend repli see stop send stop frnd 62468,1
5040,ran younger man make pretti babi togeth,0
5041,jamster get free wallpap text heart 88888 c appli 16 need help call 08701213186,1
5042,ic lol play 9 door sometim yo,0
5043,dunno dad said come home 2 bring us 4 lunch yup go w u lor call u reach school lor,0
5045,u go doctor 4 liver get bit stylish get ur hair manag that,0
5046,dont open,0
5047,yeah basic time next week get away mom amp get 3,0
5049,vote wherev heart guid,0
5050,si lor juz watch italian job,0
5051,tick tick tick could die loneli know pout stomp feet need,0
5052,lmao know well,0
5054,train back northampton afraid stay skyve today ho ho around wednesday though fanci comedi club week way,0
5055,goodnight da thangam realli miss u dear,0
5056,hey next sun 1030 basic yoga cours bugi go pilat intro next sat tell time r free,0
5057,geeeee internet realli bad today eh,0
5058,free video camera phone half price line rental 12 mth 500 cross ntwk min 100 txt call mobileupd8 08001950382,1
5059,think disturb da,0
5060,sorri call later meet sir,0
5061,havent stuck orchard dad car go 4 dinner u leh r free tonight,0
5062,ok also wan 2 watch e 9 pm show,0
5063,dunno lei like dun haf,0
5064,brother transfer lt gt lt gt pa,0
5065,call later afternoon onword mtnl servic get problem south mumbai hear listen,0
5066,83039 uk break accommodationvouch term condit appli 2 claim mustprovid claim number 15541,1
5067,talk g x,0
5068,hai dear friend new amp present number rajitha raj ranju,0
5069,5p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti,1
5070,differ style,0
5071,win shop spree everi week start 2 play text store skilgm tscs08714740323 1winawk age16,1
5072,gud ni8 dear slp well take care swt dream muah,0
5074,2nd attempt contract u week top prize either cash prize call 09066361921,1
5075,well glad find total disagre lol,0
5076,guy flash go call call madam take care oh,0
5077,want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,1
5078,mark work tomorrow get work hous meet u afterward,0
5079,ur problem ur heart,0
5080,yeah give call got minut,0
5081,babe uawak feellikw via alett thatmum gotmarri ourback åð fuckinnic selfish,0
5082,amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount woman hitler eleven plu two plu one amaz,0
5083,aiya discuss later lar pick 4,0
5084,hey happi birthday,0
5085,sorri miss call pleas call back,0
5086,omg one thing anoth cat worm bad day end,0
5087,good morn im suffer fever dysentri abl come offic today,0
5088,wont anyth de,0
5089,type stuff sing,0
5090,st andr virgil cream,0
5092,fri ah oki lor goin 4 drivin den go shoppin tt,0
5093,gokila talk aha,0
5094,hi shanil rakhesh exchang uncut diamond back excel servic dino prem,0
5095,month kote birthday know,0
5096,realli realli broke oh amount small even lt gt,0
5097,sorri mate phone didnt write love kate,0
5098,themob hit link get premium pink panther game new 1 sugabab crazi zebra anim badass hoodi 4 free,1
5099,ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit may come co money,0
5100,aight call close,0
5101,nope that fine might nap tho,0
5102,msg mobil content order resent previou attempt fail due network error queri customersqueri,1
5103,news hassl get weed week andr money haughaighgtujhyguj,0
5106,ding ya break fassyol blacko londn,0
5107,realli need 2 kiss u miss u babi ur babi 4eva,0
5109,oh got mani respons,0
5110,1 new messag pleas call 08715205273,1
5111,reach sch alreadi,0
5112,decemb mobil entitl updat latest colour camera mobil free call mobil updat vco free 08002986906,1
5113,u definit need modul e human di sem izzit u wan 2 take modul 1st,0
5114,argh fuck nobodi town,0
5115,get 3 lion england tone repli lionm 4 mono lionp 4 poli 4 go 2 origin n best tone 3gbp network oper rate appli,1
5116,thank fill complet calm reassur,0
5117,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean,0
5118,drive train,0
5119,lol real told dad cancer,0
5120,privat 2003 account statement 078,1
5121,oop lt gt,0
5122,enufcredeit ileav uni 6 bu yor hous,0
5123,hi chikku send nice msg,0
5124,imposs argu alway treat like sub like never releas remind necessari,0
5125,work ah den 6 plu lor u workin oso rite den go orchard lor place go liao,0
5126,wonder okor great month cherish guy wish well day mojibiola,0
5127,cuz ibor wan na studi,0
5128,wot wed nite 3 til 9,0
5130,way,0
5131,suck go u hair free right,0
5132,still work time also tri ad zero save check lt gt,0
5133,hmm dunno leh mayb bag 4 goigng dat small ju anyth except perfum smth dat keep,0
5134,sday train start today,0
5135,sorri grocer,0
5136,nice pub near franki n benni near warner cinema,0
5137,4 costa del sol holiday await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10min,1
5138,yup havent want go yoga call book,0
5139,oh shut omg yesterday dream 2 kid boy piss kid boy even told mark dream chang diaper caus get owe face,0
5140,yeah imagin would realli gentl unlik doc treat patient like turkey,0
5142,start dont stop pray good idea anyth see help guy forward link,0
5143,hi darlin im helen fone im gon na b princ 2 nite pleas come tb love kate,0
5144,offic da,0
5145,aiyar u poor thing give u support k jia think u,0
5146,oh unintent bad time great finger train play along give fifteen min warn,0
5147,get garden readi summer free select summer bulb seed worth scotsman saturday stop go2,1
5148,k come wenev u lik come also tel vikki come get free time,0
5149,pl call da happen,0
5150,happi new year u ur famili may new year bring happi stabil tranquil ur vibrant colour life,0
